A	Coef.REF - HET	Coef.REF - KO	Coef.REF - WT	Coef.HET - REF	Coef.HET - KO	Coef.HET - WT	Coef.KO - REF	Coef.KO - HET	Coef.KO - WT	Coef.WT - REF	Coef.WT - HET	Coef.WT - KO	t.REF - HET	t.REF - KO	t.REF - WT	t.HET - REF	t.HET - KO	t.HET - WT	t.KO - REF	t.KO - HET	t.KO - WT	t.WT - REF	t.WT - HET	t.WT - KO	p.value.REF - HET	p.value.REF - KO	p.value.REF - WT	p.value.HET - REF	p.value.HET - KO	p.value.HET - WT	p.value.KO - REF	p.value.KO - HET	p.value.KO - WT	p.value.WT - REF	p.value.WT - HET	p.value.WT - KO	p.value.adj.REF - HET	p.value.adj.REF - KO	p.value.adj.REF - WT	p.value.adj.HET - REF	p.value.adj.HET - KO	p.value.adj.HET - WT	p.value.adj.KO - REF	p.value.adj.KO - HET	p.value.adj.KO - WT	p.value.adj.WT - REF	p.value.adj.WT - HET	p.value.adj.WT - KO	F	F.p.value
EEF1B2	-1.5824149	-2.74930917	-1.05664167	-1.99242664	2.74930917	1.6926675	0.75688253	1.05664167	-1.6926675	-0.93578497	1.99242664	-0.75688253	0.93578497	-1.295178	-0.4977756	-0.9386166	1.295178	1.1276973	0.504254	0.4977756	-1.1276973	-0.6234433	0.9386166	-0.504254	0.6234433	0.2316378319	0.6321306937	0.3755919097	0.2316378319	0.2923621285	0.627772057	0.6321306937	0.2923621285	0.5504743655	0.3755919097	0.627772057	0.5504743655	0.67368002774	0.8502625718	0.84005331988	0.67368002774	0.96986823178	1	0.8502625718	0.96986823178	1	0.84005331988	1	1	0.7571	0.5489721294
EEF1G	0.3091264	3.96946421	1.46026317	2.31407869	-3.96946421	-2.50920104	-1.65538552	-1.46026317	2.50920104	0.85381553	-2.31407869	1.65538552	-0.85381553	1.3787663	0.5072125	0.8037795	-1.3787663	-1.2325633	-0.8131542	-0.5072125	1.2325633	0.4194091	-0.8037795	0.8131542	-0.4194091	0.2055521595	0.6257867759	0.4449143427	0.2055521595	0.2529776085	0.4398245726	0.6257867759	0.2529776085	0.6860319239	0.4449143427	0.4398245726	0.6860319239	0.64219565942	0.84981022683	0.85024860792	0.64219565942	0.96986823178	0.97151123959	0.84981022683	0.96986823178	1	0.85024860792	0.97151123959	1	0.8451769	0.5069874167
EEF2	3.3848597	0.39592018	-0.42748255	-0.27536425	-0.39592018	-0.82340273	-0.67128443	0.42748255	0.82340273	0.1521183	0.27536425	0.67128443	-0.1521183	0.4813886	-0.5197644	-0.3348079	-0.4813886	-1.4158441	-1.1542761	0.5197644	1.4158441	0.261568	0.3348079	1.1542761	-0.261568	0.6432241379	0.6173999893	0.7464412102	0.6432241379	0.194821363	0.2819364431	0.6173999893	0.194821363	0.8003102079	0.7464412102	0.2819364431	0.8003102079	0.85880514948	0.84981022683	0.935396705	0.85880514948	0.96986823178	0.9429959267	0.84981022683	0.96986823178	1	0.935396705	0.9429959267	1	0.762942	0.5460763551
EFNB2	-1.7165185	-1.8306177	0	-3.52074747	1.8306177	1.8306177	-1.69012978	0	-1.8306177	-3.52074747	3.52074747	1.69012978	3.52074747	-1.546434	0	-2.9741893	1.546434	2.186988	-2.0191509	0	-2.186988	-4.2061389	2.9741893	2.0191509	4.2061389	0.1608598885	1	0.0179034038	0.1608598885	0.0604464466	0.0784214411	1	0.0604464466	0.0030203412	0.0179034038	0.0784214411	0.0030203412	0.59046776524	1	0.2983194435	0.59046776524	0.91076806248	0.94046537353	1	0.91076806248	0.42163963453	0.2983194435	0.94046537353	0.42163963453	6.8085997	0.0137749889
EIF3A	-1.8942793	3.61834139	2.92821162	3.33567576	-3.61834139	-0.69012978	-0.28266564	-2.92821162	0.69012978	0.40746414	-3.33567576	0.28266564	-0.40746414	1.7350053	1.4040861	1.5994663	-1.7350053	-0.4679905	-0.1916811	-1.4040861	0.4679905	0.2763094	-1.5994663	0.1916811	-0.2763094	0.1212349422	0.1981699999	0.1486607799	0.1212349422	0.6523656999	0.8528020727	0.1981699999	0.6523656999	0.7893646998	0.1486607799	0.8528020727	0.7893646998	0.52777781777	0.6114973713	0.72563093952	0.52777781777	0.99268824044	1	0.6114973713	0.99268824044	1	0.72563093952	1	1	1.0717532	0.4142841703
EIF4A1	-0.9962717	3.31214254	1.47095522	1.62447261	-3.31214254	-1.84118732	-1.68766993	-1.47095522	1.84118732	0.15351739	-1.62447261	1.68766993	-0.15351739	1.3711389	0.6089363	0.6724884	-1.3711389	-1.0779172	-0.9880409	-0.6089363	1.0779172	0.0898763	-0.6724884	0.9880409	-0.0898763	0.2078223982	0.5595776693	0.5203547316	0.2078223982	0.3127192508	0.3522749946	0.5595776693	0.3127192508	0.9306108358	0.5203547316	0.3522749946	0.9306108358	0.64219565942	0.8476958493	0.85024860792	0.64219565942	0.96986823178	0.9429959267	0.8476958493	0.96986823178	1	0.85024860792	0.9429959267	1	0.7896504	0.5330405362
EIF4A3	-1.6457133	1.64333378	4.24792751	2.68111427	-1.64333378	2.60459373	1.03778049	-4.24792751	-2.60459373	-1.56681324	-2.68111427	-1.03778049	1.56681324	0.748089	1.9337691	1.2205142	-0.748089	1.6768048	0.6681101	-1.9337691	-1.6768048	-1.0086947	-1.2205142	-0.6681101	1.0086947	0.4759730514	0.0894669525	0.2572673625	0.4759730514	0.1323812684	0.523001786	0.0894669525	0.1323812684	0.3428618328	0.2572673625	0.523001786	0.3428618328	0.82890910273	0.45759217225	0.78748019021	0.82890910273	0.92177541338	0.97935209382	0.45759217225	0.92177541338	1	0.78748019021	0.97935209382	1	1.626936	0.2589965657
EIF4B	-1.2197265	-0.30152681	0.75511486	0.27883376	0.30152681	1.05664167	0.58036057	-0.75511486	-1.05664167	-0.4762811	-0.27883376	-0.58036057	0.4762811	-0.1237381	0.3098778	0.1144255	0.1237381	0.6132255	0.3368142	-0.3098778	-0.6132255	-0.2764113	-0.1144255	-0.3368142	0.2764113	0.9045969729	0.7646289203	0.911740443	0.9045969729	0.556877036	0.7449846629	0.7646289203	0.556877036	0.7892891844	0.911740443	0.7449846629	0.7892891844	1	0.93655022284	1	1	0.96986823178	1	0.93655022284	0.96986823178	1	1	1	1	0.129769	0.9396800017
EIF5A	-2.4557503	0	-1.8306177	-1.05664167	0	-1.8306177	-1.05664167	1.8306177	1.8306177	0.77397603	1.05664167	1.05664167	-0.77397603	0	-1.1599132	-0.6695077	0	-1.6403649	-0.9468268	1.1599132	1.6403649	0.6935381	0.6695077	0.9468268	-0.6935381	1	0.2797644709	0.5221559337	1	0.1398357523	0.3716410027	0.2797644709	0.1398357523	0.5077447532	0.5221559337	0.3716410027	0.5077447532	1	0.6974128595	0.85024860792	1	0.92177541338	0.9429959267	0.6974128595	0.92177541338	1	0.85024860792	0.9429959267	1	1.0528065	0.421258589
ELAVL1	-1.7285729	4.87409567	5.93073734	3.65310733	-4.87409567	1.05664167	-1.22098834	-5.93073734	-1.05664167	-2.27763	-3.65310733	1.22098834	2.27763	2.4312065	2.958261	1.8221756	-2.4312065	0.7453676	-0.8612997	-2.958261	-0.7453676	-1.6066674	-1.8221756	0.8612997	1.6066674	0.0413389369	0.0183425534	0.1061718651	0.0413389369	0.4775266681	0.4143195468	0.0183425534	0.4775266681	0.1470708945	0.1061718651	0.4143195468	0.1470708945	0.31363671691	0.22074314243	0.65609653471	0.31363671691	0.96986823178	0.96534166885	0.22074314243	0.96986823178	1	0.65609653471	0.96534166885	1	3.1734109	0.0855612411
ELAVL4	-1.7797676	5.27041809	3.69263331	6.04439412	-5.27041809	-1.57778478	0.77397603	-3.69263331	1.57778478	2.35176081	-6.04439412	-0.77397603	-2.35176081	3.2484433	2.2759694	3.7254866	-3.2484433	-1.3752859	0.674641	-2.2759694	1.3752859	2.0499269	-3.7254866	-0.674641	-2.0499269	0.0118449595	0.0526332	0.0059016605	0.0118449595	0.2065853936	0.5190563787	0.0526332	0.2065853936	0.0747738965	0.0059016605	0.5190563787	0.0747738965	0.19685194574	0.36955374197	0.13731196785	0.19685194574	0.96986823178	0.97935209382	0.36955374197	0.96986823178	1	0.13731196785	0.97935209382	1	5.2579732	0.0272415879
ELMOD2	-1.5218973	1.48074078	0.27032206	3.32192809	-1.48074078	-1.21041872	1.84118732	-0.27032206	1.21041872	3.05160604	-3.32192809	-1.84118732	-3.05160604	0.5919051	0.1080574	1.3278937	-0.5919051	-0.684264	1.040845	-0.1080574	0.684264	1.725109	-1.3278937	-1.040845	-1.725109	0.5703758018	0.9166302322	0.2211084414	0.5703758018	0.5132767117	0.3285940821	0.9166302322	0.5132767117	0.1230663827	0.2211084414	0.3285940821	0.1230663827	0.83070515893	1	0.76097866351	0.83070515893	0.96986823178	0.9429959267	1	0.96986823178	1	0.76097866351	0.9429959267	1	1.1888926	0.373992515
EMD	-2.0460641	-1.99242664	-0.77397603	-1.48647721	1.99242664	1.21845061	0.50594943	0.77397603	-1.21845061	-0.71250117	1.48647721	-0.50594943	0.71250117	-0.8953125	-0.3477922	-0.6679601	0.8953125	0.7743106	0.3215247	0.3477922	-0.7743106	-0.4527859	0.6679601	-0.3215247	0.4527859	0.3969436361	0.7370343105	0.523092575	0.3969436361	0.461174274	0.7561117235	0.7370343105	0.461174274	0.6628161439	0.523092575	0.7561117235	0.6628161439	0.78130205972	0.91866062275	0.85024860792	0.78130205972	0.96986823178	1	0.91866062275	0.96986823178	1	0.85024860792	1	1	0.3640853	0.7809474343
ENAH	-0.8599554	-4.19935083	-3.07143971	-0.93578497	4.19935083	1.12791113	3.26356586	3.07143971	-1.12791113	2.13565473	0.93578497	-3.26356586	-2.13565473	-2.5026641	-1.8304691	-0.5576947	2.5026641	0.9506273	2.7506022	1.8304691	-0.9506273	1.7999749	0.5576947	-2.7506022	-1.7999749	0.0369940587	0.1048346639	0.5924206746	0.0369940587	0.3698226133	0.0252089419	0.1048346639	0.3698226133	0.1098312721	0.5924206746	0.0252089419	0.1098312721	0.30378650523	0.49778636328	0.86169969675	0.30378650523	0.96986823178	0.8874201335	0.49778636328	0.96986823178	1	0.86169969675	0.8874201335	1	3.665212	0.0633864105
ENO1	3.6332002	-1.48840076	-1.2891051	-1.40478944	1.48840076	0.19929566	0.08361132	1.2891051	-0.19929566	-0.11568434	1.40478944	-0.08361132	0.11568434	-1.9368271	-1.6774875	-1.8280253	1.9368271	0.3667616	0.153869	1.6774875	-0.3667616	-0.2128926	1.8280253	-0.153869	0.2128926	0.089046635	0.1322451613	0.1052270174	0.089046635	0.7233761684	0.8815510891	0.1322451613	0.7233761684	0.8367737434	0.1052270174	0.8815510891	0.8367737434	0.44081241992	0.51857934024	0.65609653471	0.44081241992	0.99268824044	1	0.51857934024	0.99268824044	1	0.65609653471	1	1	1.361628	0.3225934335
EPDR1	-2.6163999	4.24792751	4.24792751	3.31214254	-4.24792751	0	-0.93578497	-4.24792751	0	-0.93578497	-3.31214254	0.93578497	0.93578497	3.6642194	3.6642194	2.8570208	-3.6642194	0	-1.1415513	-3.6642194	0	-1.1415513	-2.8570208	1.1415513	1.1415513	0.0064430371	0.0064430371	0.0214086225	0.0064430371	1	0.2868896469	0.0064430371	1	0.2868896469	0.0214086225	0.2868896469	0.2868896469	0.1362799959	0.14990799549	0.33062456757	0.1362799959	1	0.9429959267	0.14990799549	1	1	0.33062456757	0.9429959267	1	5.1899992	0.0281468183
EPHB2	2.7857868	2.16502871	3.4197277	0.99669085	-2.16502871	1.25469899	-1.16833786	-3.4197277	-1.25469899	-2.42303685	-0.99669085	1.16833786	2.42303685	0.7632067	1.2055078	0.3513492	-0.7632067	0.6255083	-0.5824544	-1.2055078	-0.6255083	-1.2079627	-0.3513492	0.5824544	1.2079627	0.4674032038	0.2626942345	0.7344654325	0.4674032038	0.5491856851	0.5764187786	0.2626942345	0.5491856851	0.2618000334	0.7344654325	0.5764187786	0.2618000334	0.82890910273	0.67165046025	0.93082342757	0.82890910273	0.96986823178	1	0.67165046025	0.96986823178	1	0.93082342757	1	1	0.7258282	0.5647472464
EPRS1	0.3543008	1.50271563	0.43088029	-0.85435903	-1.50271563	-1.07183535	-2.35707466	-0.43088029	1.07183535	-1.28523931	0.85435903	2.35707466	1.28523931	0.553093	0.1585908	-0.3144574	-0.553093	-0.5579104	-1.2269015	-0.1585908	0.5579104	-0.6689912	0.3144574	1.2269015	0.6689912	0.5954214089	0.8779498119	0.761275825	0.5954214089	0.5922801963	0.2549858498	0.8779498119	0.5922801963	0.5224684323	0.761275825	0.2549858498	0.5224684323	0.83417328716	0.98680993352	0.93661413577	0.83417328716	0.98347640088	0.9429959267	0.98680993352	0.98347640088	1	0.93661413577	0.9429959267	1	0.5101463	0.6864234605
ERH	0.8963219	-0.16077299	2.38025955	1.69407159	0.16077299	2.54103254	1.85484458	-2.38025955	-2.54103254	-0.68618796	-1.69407159	-1.85484458	0.68618796	-0.0719306	1.0649401	0.7579361	0.0719306	1.607778	1.1736089	-1.0649401	-1.607778	-0.4341691	-0.7579361	-1.1736089	0.4341691	0.9444355647	0.3182063043	0.4703792722	0.9444355647	0.1468270658	0.2745441812	0.3182063043	0.1468270658	0.6757195436	0.4703792722	0.2745441812	0.6757195436	1	0.73721316602	0.85024860792	1	0.92177541338	0.9429959267	0.73721316602	0.92177541338	1	0.85024860792	0.9429959267	1	1.0586606	0.4190894585
ERO1A	-1.7556668	-2.50259821	-1.30229687	-1.41597584	2.50259821	1.20030135	1.08662238	1.30229687	-1.20030135	-0.11367897	1.41597584	-1.08662238	0.11367897	-1.0159398	-0.5286727	-0.5748211	1.0159398	0.6890999	0.6238361	0.5286727	-0.6890999	-0.0652637	0.5748211	-0.6238361	0.0652637	0.339605725	0.611483742	0.5813259955	0.339605725	0.5103874654	0.5502290762	0.611483742	0.5103874654	0.9495769144	0.5813259955	0.5502290762	0.9495769144	0.73508775535	0.84981022683	0.86169969675	0.73508775535	0.96986823178	0.99057686781	0.84981022683	0.96986823178	1	0.86169969675	0.99057686781	1	0.3925976	0.7618487561
ERP29	0.4682129	-4.71406228	-4.32896954	-3.59077152	4.71406228	0.38509274	1.12329076	4.32896954	-0.38509274	0.73819802	3.59077152	-1.12329076	-0.73819802	-2.1606545	-1.9841501	-1.6458027	2.1606545	0.2496148	0.7281103	1.9841501	-0.2496148	0.4784955	1.6458027	-0.7281103	-0.4784955	0.062971658	0.0827798631	0.1386993149	0.062971658	0.8092202378	0.4874557443	0.0827798631	0.8092202378	0.6451926761	0.1386993149	0.4874557443	0.6451926761	0.39958379347	0.45354402233	0.71351998476	0.39958379347	0.99268824044	0.97691592331	0.45354402233	0.99268824044	1	0.71351998476	0.97691592331	1	1.6728082	0.2495820181
ERP44	0.6976844	-2.85275588	-0.57821848	-2.22797366	2.85275588	2.2745374	0.62478222	0.57821848	-2.2745374	-1.64975518	2.22797366	-0.62478222	1.64975518	-1.4884991	-0.3017004	-1.1625028	1.4884991	1.6783867	0.4610283	0.3017004	-1.6783867	-1.2173584	1.1625028	-0.4610283	1.2173584	0.1752136574	0.7706294693	0.2787712425	0.1752136574	0.132066117	0.6571409748	0.7706294693	0.132066117	0.2584008322	0.2787712425	0.6571409748	0.2584008322	0.60790565109	0.93902081735	0.80868161329	0.60790565109	0.92177541338	1	0.93902081735	0.92177541338	1	0.80868161329	1	1	1.3900402	0.3149575895
ESYT1	0.8072713	0.72108709	0.10398134	-0.68931628	-0.72108709	-0.61710575	-1.41040337	-0.10398134	0.61710575	-0.79329762	0.68931628	1.41040337	0.79329762	0.2558431	0.0368928	-0.2445708	-0.2558431	-0.3096425	-0.7076921	-0.0368928	0.3096425	-0.3980496	0.2445708	0.7076921	0.3980496	0.804573801	0.9714809629	0.8129891163	0.804573801	0.7648013576	0.4993745929	0.9714809629	0.7648013576	0.7010795506	0.8129891163	0.4993745929	0.7010795506	0.93844881121	1	0.96550910797	0.93844881121	0.99268824044	0.97935209382	1	0.99268824044	1	0.96550910797	0.97935209382	1	0.1679142	0.9150326393
EZR	-1.1548106	0.42178152	0.75511486	-0.66086098	-0.42178152	0.33333333	-1.0826425	-0.75511486	-0.33333333	-1.41597584	0.66086098	1.0826425	1.41597584	0.1419446	0.2541233	-0.2224035	-0.1419446	0.1586446	-0.515266	-0.2541233	-0.1586446	-0.6739106	0.2224035	0.515266	0.6739106	0.890658485	0.8058560004	0.8296126995	0.890658485	0.877908827	0.6203988567	0.8058560004	0.877908827	0.5194967016	0.8296126995	0.6203988567	0.5194967016	0.9962814464	0.94490147522	0.97975727896	0.9962814464	1	1	0.94490147522	1	1	0.97975727896	1	1	0.1668566	0.9157324632
FABP5	-0.2462045	-1.6356302	-3.28754579	-5.32923604	1.6356302	-1.65191559	-3.69360584	3.28754579	1.65191559	-2.04169026	5.32923604	3.69360584	2.04169026	-0.643545	-1.2934976	-2.0968085	0.643545	-0.9191717	-2.0552249	1.2934976	0.9191717	-1.1360532	2.0968085	2.0552249	1.1360532	0.5380058251	0.2321900063	0.0695334143	0.5380058251	0.385072707	0.0741628752	0.2321900063	0.385072707	0.2890514932	0.0695334143	0.0741628752	0.2890514932	0.82890910273	0.63654987825	0.52063420338	0.82890910273	0.96986823178	0.94046537353	0.63654987825	0.96986823178	1	0.52063420338	0.94046537353	1	2.1364075	0.1743129614
FAM234A	2.2185952	-0.57981689	0.21158937	-0.60709163	0.57981689	0.79140627	-0.02727474	-0.21158937	-0.79140627	-0.81868101	0.60709163	0.02727474	0.81868101	-0.4584286	0.1672918	-0.4799932	0.4584286	0.8849024	-0.030497	-0.1672918	-0.8849024	-0.9153993	0.4799932	0.030497	0.9153993	0.6589284097	0.8713216548	0.6441731996	0.6589284097	0.40220522	0.9764231877	0.8713216548	0.40220522	0.3869321873	0.6441731996	0.9764231877	0.3869321873	0.86453389086	0.98252425699	0.87818924477	0.86453389086	0.96986823178	1	0.98252425699	0.96986823178	1	0.87818924477	1	1	0.3868592	0.7656709501
FASN	3.1539322	0.81144778	-0.58854215	1.9206968	-0.81144778	-1.39998993	1.10924902	0.58854215	1.39998993	2.50923895	-1.9206968	-1.10924902	-2.50923895	0.2868841	-0.2080767	0.6790546	-0.2868841	-0.6999803	0.5546129	0.2080767	0.6999803	1.2545932	-0.6790546	-0.5546129	-1.2545932	0.7815433862	0.8404060069	0.5164005118	0.7815433862	0.5039241495	0.5944293753	0.8404060069	0.5039241495	0.2452887472	0.5164005118	0.5944293753	0.2452887472	0.9308297179	0.95566359285	0.85024860792	0.9308297179	0.96986823178	1	0.95566359285	0.96986823178	1	0.85024860792	1	1	0.5525429	0.6607281242
FBL	-1.7668534	2.79360726	3.54795206	2.8812854	-2.79360726	0.7543448	0.08767814	-3.54795206	-0.7543448	-0.66666667	-2.8812854	-0.08767814	0.66666667	1.1902425	1.5116382	1.2275986	-1.1902425	0.4545221	0.0528295	-1.5116382	-0.4545221	-0.4016926	-1.2275986	-0.0528295	0.4016926	0.268311435	0.1693484536	0.2547378786	0.268311435	0.6616187473	0.9591724416	0.1693484536	0.6616187473	0.6985028396	0.2547378786	0.9591724416	0.6985028396	0.69065027215	0.56749961083	0.78748019021	0.69065027215	0.99268824044	1	0.56749961083	0.99268824044	1	0.78748019021	1	1	0.7686444	0.5432651869
FDFT1	-1.8955938	-1.94429667	-1.50785399	-1.30229687	1.94429667	0.43644269	0.64199981	1.50785399	-0.43644269	0.20555712	1.30229687	-0.64199981	-0.20555712	-0.8900346	-0.6902456	-0.5961483	0.8900346	0.2825443	0.4156179	0.6902456	-0.2825443	0.1330736	0.5961483	-0.4156179	-0.1330736	0.3996049999	0.5097044282	0.5676744056	0.3996049999	0.7847500631	0.6886921617	0.5097044282	0.7847500631	0.8974452144	0.5676744056	0.6886921617	0.8974452144	0.78130205972	0.84169124448	0.85765527082	0.78130205972	0.99268824044	1	0.84169124448	0.99268824044	1	0.85765527082	1	1	0.2705881	0.8449713525
FKBP4	1.4732514	-5.89573721	-4.61724968	-5.47094481	5.89573721	1.27848753	0.4247924	4.61724968	-1.27848753	-0.85369513	5.47094481	-0.4247924	0.85369513	-5.430268	-4.2527172	-5.039013	5.430268	1.6653083	0.5533181	4.2527172	-1.6653083	-1.1119902	5.039013	-0.5533181	1.1119902	0.0006387896	0.002835598	0.0010252677	0.0006387896	0.1346925185	0.59527444	0.002835598	0.1346925185	0.298667741	0.0010252677	0.59527444	0.298667741	0.03184822451	0.08246864226	0.04472730164	0.03184822451	0.92177541338	1	0.08246864226	0.92177541338	1	0.04472730164	1	1	10.5918625	0.003766978
FLG	-1.1058986	-2.79743914	-2.60459373	-1.9847321	2.79743914	0.19284541	0.81270704	2.60459373	-0.19284541	0.61986163	1.9847321	-0.81270704	-0.61986163	-0.9707517	-0.9038315	-0.6887306	0.9707517	0.0946394	0.398838	0.9038315	-0.0946394	0.3041986	0.6887306	-0.398838	-0.3041986	0.3603043304	0.3926749638	0.5106077029	0.3603043304	0.9269454979	0.7005215476	0.3926749638	0.9269454979	0.7687945289	0.5106077029	0.7005215476	0.7687945289	0.75979583873	0.77947956866	0.85024860792	0.75979583873	1	1	0.77947956866	1	1	0.85024860792	1	1	0.3499291	0.7905228168
FLNB	2.5695564	0.80148676	-1.03090221	-0.40740062	-0.80148676	-1.83238897	-1.20888738	1.03090221	1.83238897	0.62350159	0.40740062	1.20888738	-0.62350159	0.3019642	-0.3883976	-0.1534902	-0.3019642	-0.9763189	-0.6441098	0.3883976	0.9763189	0.3322092	0.1534902	0.6441098	-0.3322092	0.7704356815	0.7079262033	0.8818400765	0.7704356815	0.3577039144	0.5376579832	0.7079262033	0.3577039144	0.7483294592	0.8818400765	0.5376579832	0.7483294592	0.92578692265	0.90170162394	1	0.92578692265	0.96986823178	0.98759282168	0.90170162394	0.96986823178	1	1	0.98759282168	1	0.3311004	0.8033409623
FLOT1	-1.8216466	-1.41597584	-2.389975	-1.1949875	1.41597584	-0.97399916	0.22098834	2.389975	0.97399916	1.1949875	1.1949875	-0.22098834	-1.1949875	-0.6084212	-1.0269324	-0.5134662	0.6084212	-0.5918642	0.1342867	1.0269324	0.5918642	0.7261509	0.5134662	-0.1342867	-0.7261509	0.5599025149	0.3347108811	0.6216008674	0.5599025149	0.5704018863	0.8965166236	0.3347108811	0.5704018863	0.4885915241	0.6216008674	0.8965166236	0.4885915241	0.82890910273	0.74081098833	0.87452047222	0.82890910273	0.97344869594	1	0.74081098833	0.97344869594	1	0.87452047222	1	1	0.4042481	0.7541244015
FLOT2	-2.2072076	3.169925	0.51083169	3.169925	-3.169925	-2.65909331	0	-0.51083169	2.65909331	2.65909331	-3.169925	0	-2.65909331	2.0914468	0.3370355	2.0914468	-2.0914468	-2.4811122	0	-0.3370355	2.4811122	2.4811122	-2.0914468	0	-2.4811122	0.0701140618	0.7448240559	0.0701140618	0.0701140618	0.0382534521	1	0.7448240559	0.0382534521	0.0382534521	0.0701140618	1	0.0382534521	0.43311193003	0.92506617614	0.52063420338	0.43311193003	0.79151029812	1	0.92506617614	0.79151029812	1	0.52063420338	1	1	3.6439528	0.0641857062
FLVCR1	-1.2705754	-2.69227187	-2.42226218	-1.72330833	2.69227187	0.27000969	0.96896353	2.42226218	-0.27000969	0.69895385	1.72330833	-0.96896353	-0.69895385	-1.4263105	-1.2832649	-0.9129735	1.4263105	0.202297	0.7259682	1.2832649	-0.202297	0.5236712	0.9129735	-0.7259682	-0.5236712	0.1918824326	0.2355765482	0.3881313785	0.1918824326	0.8447705768	0.4886974871	0.2355765482	0.8447705768	0.6148016801	0.3881313785	0.4886974871	0.6148016801	0.63475799995	0.63881040537	0.84047382362	0.63475799995	0.99654731184	0.97691592331	0.63881040537	0.99654731184	1	0.84047382362	0.97691592331	1	0.7703906	0.5424074191
FSCN1	2.2646446	-0.28596461	0.33853388	1.54581903	0.28596461	0.62449849	1.83178364	-0.33853388	-0.62449849	1.20728515	-1.54581903	-1.83178364	-1.20728515	-0.1202542	0.1423607	0.6500499	0.1202542	0.3713936	1.0893745	-0.1423607	-0.3713936	0.7179809	-0.6500499	-1.0893745	-0.7179809	0.9072683306	0.8903404003	0.5340076358	0.9072683306	0.7200568019	0.3079370575	0.8903404003	0.7200568019	0.4933455646	0.5340076358	0.3079370575	0.4933455646	1	0.99433215903	0.85024860792	1	0.99268824044	0.9429959267	0.99433215903	0.99268824044	1	0.85024860792	0.9429959267	1	0.4290056	0.7378782473
FTH1	-0.5495403	-0.04812997	3.19128585	1.77531001	0.04812997	3.23941582	1.82343998	-3.19128585	-3.23941582	-1.41597584	-1.77531001	-1.82343998	1.41597584	-0.0267965	1.7767569	0.9884086	0.0267965	2.5506097	1.4357168	-1.7767569	-2.5506097	-1.1148929	-0.9884086	-1.4357168	1.1148929	0.9792831483	0.1137855321	0.3521057336	0.9792831483	0.0343411436	0.1892745288	0.1137855321	0.0343411436	0.2974943128	0.3521057336	0.1892745288	0.2974943128	1	0.50624035455	0.84005331988	1	0.77322961993	0.9429959267	0.50624035455	0.77322961993	1	0.84005331988	0.9429959267	1	2.513247	0.1327654432
FUBP1	-1.397442	4.05202535	4.82600138	4.31582981	-4.05202535	0.77397603	0.26380446	-4.82600138	-0.77397603	-0.51017157	-4.31582981	-0.26380446	0.51017157	1.8187302	2.1661253	1.9371375	-1.8187302	0.4912908	0.1674531	-2.1661253	-0.4912908	-0.3238377	-1.9371375	-0.1674531	0.3238377	0.1067321121	0.0624386112	0.089004084	0.1067321121	0.6365090266	0.8711988802	0.0624386112	0.6365090266	0.7544244792	0.089004084	0.8711988802	0.7544244792	0.50787932804	0.3909678279	0.58608349622	0.50787932804	0.99058173267	1	0.3909678279	0.99058173267	1	0.58608349622	1	1	1.6418396	0.2558917514
