Feature.ID	baseMean	log2(brain/UHR)	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm
DGAT1	337.312279015007	0.260576862894703	1.91233509830147	0.055833226716276	0.089602601754577	370	373	290	319	311.13	302.72	361.37	374.03
DGAT2	81.3244991716615	-0.729973180689664	-2.67032368167718	0.00757781583690488	0.0141610386923671	121	125	50	51	101.75	101.45	62.31	59.8
DGCR10	25.4900408369979	4.3342997530592	5.92272563870929	3.1664889014465e-09	1.04698334579029e-08	2	3	39	42	1.68	2.43	48.6	49.25
DGCR11	13.9826824443125	-0.504178031194891	-0.803380175393744	0.421755029903097	0.530947993303554	18	22	9	10	15.14	17.85	11.21	11.73
DGCR14	206.814314205928	0.187552236653057	1.08341558808654	0.278623999736872	0.375273364228193	240	228	169	196	201.82	185.04	210.59	229.81
DGCR2	1455.76904405974	1.28570440076536	16.8651952121598	8.11336269289878e-64	1.13064018420748e-62	1013	1037	1610	1811	851.83	841.6	2006.22	2123.43
DGCR5	366.211437788666	5.33336059350377	21.273867805781	1.98241399171559e-100	4.4468725177375e-99	24	18	568	616	20.18	14.61	707.79	722.27
DGCR6	88.5405603736318	2.89623923658285	9.54358205595035	1.37982174900942e-21	7.84897407585441e-21	24	26	125	134	20.18	21.1	155.76	157.12
DGCR6L	138.880080442501	0.372067216991685	1.77389459120366	0.0760805875871095	0.118584475342674	148	145	116	144	124.45	117.68	144.55	168.84
DGCR8	496.614413380534	-0.463885074948663	-3.94751375154297	7.89669835981721e-05	0.000185331272301595	686	708	353	337	576.85	574.59	439.87	395.14
DGCR9	102.773826518293	4.44526353316804	11.7145434436275	1.07368063176936e-31	8.06936111320298e-31	9	12	141	186	7.57	9.74	175.7	218.09
DGKA	128.701840487756	-0.110075167559252	-0.503786096048203	0.614411699280059	0.706567882456035	146	178	98	107	122.77	144.46	122.12	125.46
DGKB	67.0377764380145	6.01814523231166	8.23221790520377	1.83778554207072e-16	8.64236256644482e-16	1	3	110	109	0.84	2.43	137.07	127.8
DGKD	673.233004979934	1.05412141906955	10.2075558738868	1.8342704037683e-24	1.14173729124609e-23	536	523	706	800	450.72	424.45	879.75	938.01
DGKE	120.027742264235	1.30776634673697	5.29177720569669	1.2113340683028e-07	3.60707524221288e-07	74	93	112	173	62.23	75.48	139.56	202.85
DGKG	282.00924949144	4.55120533810998	19.3825193795736	1.08407455556209e-83	1.98090933678213e-82	28	27	419	478	23.55	21.91	522.12	560.46
DGKH	24.6555288712528	1.3539229667154	2.76721880378696	0.00565367955654862	0.0107598091570453	18	15	29	30	15.14	12.17	36.14	35.18
DGKI	34.3996358971168	4.53961489628623	6.80183627179614	1.03293956029458e-11	3.93207450788942e-11	5	1	49	61	4.2	0.81	61.06	71.52
DGKK	7.60563590415583	-3.09586265394352	-2.78959883745201	0.00527733858499709	0.0100829182968878	14	20	1	1	11.77	16.23	1.25	1.17
DGKQ	392.211036820245	1.17025490958226	8.99106594245233	2.44844090048843e-19	1.28978794818861e-18	277	307	444	455	232.93	249.15	553.27	533.49
DGKZ	697.285570777895	2.32288114709527	20.9859525386867	8.81394064544804e-98	1.91173066086331e-96	264	298	895	1032	222	241.85	1115.26	1210.04
DGUOK	182.529372623664	-0.751136804147103	-4.04655179732428	5.19776273634087e-05	0.00012436709782475	268	287	109	116	225.36	232.92	135.83	136.01
DHCR24	2697.91241888053	0.001248285867851	0.0206907946018006	0.983492312293111	0.990471779176035	3185	3346	2130	2340	2678.26	2715.51	2654.2	2743.69
DHCR7	1014.80239603787	-0.960640970661454	-11.0140909690478	3.26818859687235e-28	2.23382980559489e-27	1622	1624	552	588	1363.93	1317.99	687.85	689.44
DHDDS	284.338358307179	0.634675161154974	4.28217442950257	1.85075808015259e-05	4.58698634536321e-05	272	267	273	300	228.72	216.69	340.19	351.75
DHDH	9.05834723724917	0.753160218078297	0.995582034378624	0.319453267418431	0.421783858737656	8	8	10	9	6.73	6.49	12.46	10.55
DHDPSL	28.8406760939448	1.49789431012282	3.27269703475097	0.00106526595033644	0.00222260490372927	16	20	33	38	13.45	16.23	41.12	44.56
DHFR	27.7691464224734	-2.41062965977839	-4.49396209706504	6.99100770239873e-06	1.80855363137534e-05	58	56	6	8	48.77	45.45	7.48	9.38
DHFRL1	37.5208365697879	0.733517102177051	1.86745914295056	0.0618374972883424	0.0983341308659798	32	36	34	44	26.91	29.22	42.37	51.59
DHH	8.01041894293634	-1.11599490722881	-1.33944908680109	0.180424518497741	0.256888861591618	13	14	5	3	10.93	11.36	6.23	3.52
DHODH	65.4273016394056	-1.5077170642533	-4.69928739069182	2.61070852044627e-06	7.01029043985446e-06	119	116	25	31	100.07	94.14	31.15	36.35
DHPS	482.220486565227	0.334245467896796	2.87826228282352	0.00399872525112539	0.00776002364077812	506	527	421	470	425.49	427.7	524.61	551.08
DHRS1	107.458992739527	-0.560113343936542	-2.26362370739835	0.0235972684561155	0.0404421335770997	155	155	82	61	130.34	125.79	102.18	71.52
DHRS11	155.443281398034	0.146963604634464	0.742751875124242	0.457631916592978	0.565962831898552	176	181	140	130	148	146.89	174.45	152.43
DHRS12	38.432175137428	1.01773911955533	2.54311143383474	0.010987018321311	0.0200071857656497	30	31	50	35	25.23	25.16	62.31	41.04
DHRS13	210.37134272292	-0.154861278119607	-0.887526070311894	0.37479573664188	0.482496244071592	250	287	171	158	210.22	232.92	213.08	185.26
DHRS2	850.621075557161	-7.44619731694196	-19.7752197299571	4.867027674338e-87	9.32332330526258e-86	1967	2132	8	7	1654.04	1730.26	9.97	8.21
DHRS3	186.503380451784	-0.252054692430959	-1.38822496051201	0.165068553904149	0.237091064077675	247	244	131	151	207.7	198.02	163.24	177.05
DHRS4	38.1148401856264	-0.890549124051194	-2.16233382821002	0.0305924540471323	0.0514982000782787	71	49	19	25	59.7	39.77	23.68	29.31
DHRS4L1	3.06466655857175	-0.524666953106528	-0.447285017420472	0.65466928337192	0.744091724922363	4	5	2	2	3.36	4.06	2.49	2.35
DHRS4L2	14.2149022802905	-0.541741281290971	-0.868132207301543	0.385321961299364	0.493941259373037	22	19	9	10	18.5	15.42	11.21	11.73
DHRS7	225.395012454622	0.527755218522039	3.20254985389757	0.00136216720352763	0.00280211360933303	214	233	210	231	179.95	189.1	261.68	270.85
DHRS7B	78.1271469313764	0.151671451829744	0.553585267591287	0.579862710803501	0.684022803209098	92	87	69	67	77.36	70.61	85.98	78.56
DHRS7C	3.52691535317664	1.45251880904773	1.25508648748993	0.20944736518531	0.293380543487111	3	1	3	6	2.52	0.81	3.74	7.04
DHRS9	8.93835996762942	1.00165494352521	1.30797381129395	0.190882192131955	0.269819503509998	7	7	10	10	5.89	5.68	12.46	11.73
DHTKD1	173.569299773575	-0.988875458902395	-4.98400789194234	6.22805374843769e-07	1.75693368534453e-06	252	308	99	93	211.91	249.96	123.36	109.04
DHX15	601.522767871095	-1.23182964741579	-10.9506639539227	6.59623243825289e-28	4.47161558946709e-27	981	1064	272	323	824.92	863.51	338.94	378.72
DHX16	345.617227783181	-0.82038419421676	-5.8330130165581	5.44353197006864e-09	1.7748862724485e-08	536	533	187	227	450.72	432.57	233.02	266.16
DHX29	112.818830347979	-0.862873425300389	-3.62269203472023	0.000291552863877728	0.000647358302402491	166	187	70	62	139.59	151.76	87.23	72.7
DHX30	1296.67810876875	0.188165712574845	2.36561495420383	0.0180001542328722	0.0315400639109889	1434	1502	1060	1229	1205.85	1218.98	1320.87	1441.02
DHX32	116.103751866376	-0.913067262065208	-3.88974945048907	0.000100347772327449	0.00023286755217918	169	199	66	67	142.11	161.5	82.24	78.56
DHX33	228.352660617632	-1.05615113163037	-6.21340898481494	5.18472686659544e-10	1.79839304260354e-09	370	377	123	122	311.13	305.96	153.27	143.05
DHX34	261.143326797725	-0.626957523540494	-3.79321215095622	0.000148710997888935	0.000339956808297479	413	354	154	186	347.29	287.3	191.9	218.09
DHX36	192.088983990794	-0.383722506689025	-2.14375412385889	0.0320525929619138	0.0537563413261792	255	272	130	146	214.43	220.75	161.99	171.19
DHX37	322.550357857167	-1.48577290692385	-9.77982020293371	1.37454504900129e-22	8.06993701299463e-22	571	581	123	158	480.15	471.52	153.27	185.26
DHX38	730.808518033493	-0.484787314796065	-4.85218433448677	1.22109045470916e-06	3.36680426575991e-06	1055	1008	491	517	887.15	818.06	611.84	606.19
DHX40	189.275387452829	-0.99555844077976	-5.16000512904888	2.46943077040401e-07	7.16605829361177e-07	268	344	102	107	225.36	279.18	127.1	125.46
DHX40P1	1.43088718273991	-0.328792270563729	-0.226546034617635	0.820776759298746	0.877272322041959	2	2	1	1	1.68	1.62	1.25	1.17
DHX57	109.893453242616	-0.290514003775883	-1.22168650565282	0.221826201256044	0.30793096404382	148	145	70	94	124.45	117.68	87.23	110.22
DHX58	69.3229828420486	-0.173571275981029	-0.59375526155617	0.552675815905437	0.664244605430797	91	87	48	60	76.52	70.61	59.81	70.35
DHX8	283.743907775563	-0.574792876772685	-3.71685765739443	0.000201716013542807	0.000454895318270454	399	424	165	213	335.52	344.11	205.61	249.75
DHX9	912.457142520541	-1.01738018686213	-11.1360889512118	8.37155309886921e-29	5.80969292399453e-28	1438	1521	474	525	1209.21	1234.4	590.65	615.57
DIABLO	230.20197081621	-0.472766951575224	-2.87432650885594	0.00404890148297381	0.00785499275972746	323	325	155	164	271.61	263.76	193.15	192.29
DIAPH1	937.683341185404	-2.04733477203704	-20.2449420398028	3.93646400938556e-91	7.87375587660695e-90	1807	1851	267	338	1519.5	1502.21	332.71	396.31
DIAPH2	32.4477875020635	-2.55600165282481	-5.02123567810697	5.13401183070455e-07	1.45912405563517e-06	70	65	8	7	58.86	52.75	9.97	8.21
DIAPH3	59.2484829377008	-5.31030661192375	-7.2450729481961	4.32206516741382e-13	1.76236492206957e-12	140	141	2	2	117.73	114.43	2.49	2.35
DICER1	322.529620835915	0.438915638773705	3.11165459742173	0.0018604203304635	0.00376838627686899	315	348	311	303	264.88	282.43	387.54	355.27
DIDO1	855.291239985755	-0.667405349521704	-7.26175719044352	3.82093643937579e-13	1.56170719703065e-12	1252	1290	526	568	1052.8	1046.92	655.45	665.99
DIMT1L	77.1191873298006	-0.82063288435647	-2.89834074586695	0.00375142772140888	0.00731144038080326	111	128	46	46	93.34	103.88	57.32	53.94
DIO1	3.69936086035865	-1.96748770914454	-1.60080734211478	0.109419596923624	0.16457496423509	7	8	1	1	5.89	6.49	1.25	1.17
DIO2	79.8279405938325	1.29958933895557	4.65540980827393	3.23336926877737e-06	8.61296040200015e-06	59	52	96	92	49.61	42.2	119.63	107.87
DIO3	8.01829134181848	1.25415646045734	1.47991464636346	0.138896026482287	0.203864214177937	2	9	11	8	1.68	7.3	13.71	9.38
DIO3OS	2.14417514022074	1.0207020693241	0.771322608221041	0.440515734955589	0.549006768677535	2	1	3	2	1.68	0.81	3.74	2.35
DIP2A	451.874594191463	-0.283184056692416	-2.33468148875015	0.0195600660025726	0.0340693686934289	592	609	342	332	497.81	494.25	426.17	389.28
DIP2B	680.845064744845	1.32324523102837	12.9974974309803	1.26412643548038e-38	1.12208180381277e-37	456	485	780	831	383.45	393.61	971.96	974.36
DIP2C	482.853607987718	1.69910917330427	13.8999061603875	6.34244634663861e-44	6.30005297158014e-43	271	279	570	654	227.88	226.43	710.28	766.83
DIRAS1	1150.52281679903	3.35604406353327	33.6381232117359	4.65109763609731e-248	3.48319603282846e-246	232	263	1634	1840	195.09	213.44	2036.13	2157.43
DIRAS2	1380.38855231948	10.0321076656239	16.000552738431	1.26645689989475e-57	1.62664032071559e-56	2	3	2225	2341	1.68	2.43	2772.58	2744.86
DIRAS3	15.5845046878795	1.8262579261005	2.86345055871536	0.00419054207328712	0.00811736164135108	6	10	15	26	5.05	8.12	18.69	30.49
DIRC2	54.05498898686	-0.462669376719285	-1.39400930686232	0.163314794218683	0.23500510543797	70	82	39	36	58.86	66.55	48.6	42.21
DIRC3	3.63957071207488	0.832042058353651	0.756060206350349	0.449613099211587	0.557568314310111	3	3	3	5	2.52	2.43	3.74	5.86
DIS3	163.209597408726	-0.533753044090286	-2.71474157635125	0.00663275053467804	0.0125092386149758	228	240	98	123	191.72	194.78	122.12	144.22
DIS3L	167.290293542061	-0.14160594531581	-0.741841429348106	0.458183416028599	0.566539961816826	205	220	134	129	172.38	178.55	166.98	151.25
DIS3L2	171.252428446922	-0.0994766010519586	-0.527035233595703	0.598169121239891	0.690728648347308	215	214	126	148	180.79	173.68	157.01	173.53
DISC1	1.74241274438348	0.109528482939648	0.079468425428776	0.936660045021901	0.968691751014331	2	2	2	1	1.68	1.62	2.49	1.17
DISP1	41.3090417633725	-0.224175688642044	-0.598971619887956	0.549191809975837	0.660683443546697	49	59	31	32	41.2	47.88	38.63	37.52
DISP2	428.729469349329	4.6439581929384	23.6296215496458	1.91244725450214e-123	5.38144551407393e-122	35	44	638	729	29.43	35.71	795.01	854.76
DIXDC1	258.798709388528	2.33278067275659	13.3072443151434	2.10088497791103e-40	1.94467318977244e-39	88	119	357	358	74	96.58	444.86	419.76
DKC1	400.707195748297	-2.31290073479052	-15.3486468175633	3.61651552935466e-53	4.25965067488448e-52	762	856	96	126	640.76	694.7	119.63	147.74
DKFZP434H168	5.30554261141275	3.03835747849483	2.56782533325677	0.0102338707798128	0.0187325529227868	1	1	11	5	0.84	0.81	13.71	5.86
DKFZP434I0714	31.7437263777299	0.182970491508686	0.433753578800479	0.664467394620732	0.753247841506291	33	39	26	30	27.75	31.65	32.4	35.18
DKFZP434K028	1.62242547476374	1.15081846058349	0.804405915989983	0.421162585650002	0.530342559528289	1	1	2	2	0.84	0.81	2.49	2.35
DKFZP586I1420	67.1508411707005	-0.581161902372109	-1.92386414780654	0.0543716141888426	0.0874561851090956	104	91	40	49	87.45	73.85	49.84	57.45
DKFZP686I15217	41.2635880923974	0.760179531181858	1.97939207472103	0.0477718801120215	0.077601768018008	29	45	45	41	24.39	36.52	56.07	48.07
DKFZp434J0226	6.17788705997974	2.09635408244272	2.17111386949408	0.0299225658792247	0.0504330186208234	2	3	9	8	1.68	2.43	11.21	9.38
DKFZp434L192	1.62242547476374	1.15081846058349	0.804405915989983	0.421162585650002	0.530342559528289	1	1	2	2	0.84	0.81	2.49	2.35
DKFZp566F0947	1.31089991312017	0.797366326295711	0.537133775067323	0.59117521211006	0.684022803209098	1	1	1	2	0.84	0.81	1.25	2.35
DKFZp686A1627	1.83667156892378	-0.785868987170179	-0.564608111097289	0.57234034706821	0.680994438101676	2	4	1	1	1.68	3.25	1.25	1.17
DKFZp686O24166	112.698404216564	0.293661401897561	1.26166888041785	0.207067959250903	0.290368353916011	127	118	91	115	106.79	95.77	113.4	134.84
DKFZp761E198	230.021215981374	-0.0413379321656489	-0.240573041618947	0.809886046270218	0.873088828118565	251	315	170	206	211.07	255.64	211.84	241.54
DKFZp779M0652	5.48829243255062	3.09987097001779	2.63400916410155	0.00843832103929276	0.015647664535916	1	1	5	12	0.84	0.81	6.23	14.07
DKK1	69.2803583857265	-4.09065669016177	-8.5867745635059	8.94448984325181e-18	4.44235210961713e-17	157	161	5	7	132.02	130.66	6.23	8.21
DKK2	10.4985532060294	0.712364740276455	0.987416180813087	0.323438655211322	0.426513005159777	9	10	7	15	7.57	8.12	8.72	17.59
DKK3	2875.43293359677	3.15781604402814	45.2514930746926	0	0	687	715	4013	4557	577.7	580.27	5000.61	5343.16
DKK4	2.53156299204665	0.451887231862311	0.365337102233551	0.714859786033952	0.796046297268343	2	3	2	3	1.68	2.43	2.49	3.52
DKKL1	2.42292962349501	-0.0350957543068205	-0.0277374033122524	0.977871591641876	0.990471779176035	2	4	1	3	1.68	3.25	1.25	3.52
DLAT	252.543133195363	-0.663191774468848	-4.1328269014872	3.58328591656336e-05	8.66860800011042e-05	360	390	166	157	302.72	316.51	206.85	184.09
DLC1	245.942378368603	0.276103518931721	1.63064499252171	0.10296524967189	0.155543597463364	291	247	197	250	244.7	200.46	245.48	293.13
DLD	296.055071345127	-0.848284462309583	-5.6753047536148	1.38441966122061e-08	4.38031117693586e-08	463	459	163	187	389.34	372.51	203.11	219.26
DLEC1	10.8037806245759	1.36724224348538	1.87774467439954	0.0604161020714186	0.0962575550792168	9	5	15	11	7.57	4.06	18.69	12.9
DLEU1	24.2693678348318	-2.72008005867297	-4.53483420135205	5.76487528000104e-06	1.5032139489538e-05	50	53	4	6	42.04	43.01	4.98	7.04
DLEU2	6.64001815896405	-0.49151056026868	-0.56469667950909	0.572280093141042	0.680994438101676	10	9	4	5	8.41	7.3	4.98	5.86
DLEU2L	3.76717916984777	-0.527003461387158	-0.474220097219454	0.635342963416908	0.726422663347744	7	4	1	4	5.89	3.25	1.25	4.69
DLEU7	12.8735017950699	2.60944676685096	3.5167280426872	0.000436901177324046	0.000953065848057111	5	3	20	17	4.2	2.43	24.92	19.93
DLG1	278.2553067254	0.737115012755759	4.78719150386718	1.69131431886143e-06	4.61051604662972e-06	238	267	299	276	200.13	216.69	372.58	323.61
DLG2	492.638820726565	6.88441933803161	20.0233373507246	3.44831367238766e-89	6.72067855288504e-88	11	8	752	868	9.25	6.49	937.07	1017.74
DLG3	452.121634488163	1.65316984490921	12.7605838915794	2.72153400871299e-37	2.32774370115731e-36	282	245	535	602	237.13	198.83	666.66	705.85
DLG4	2005.48284513909	4.49300365161741	46.4270547456278	0	0	198	214	2956	3410	166.5	173.68	3683.48	3998.28
DLG5	535.114181698161	-0.523296084234087	-4.65738783111338	3.20246805781557e-06	8.53423191310839e-06	737	792	347	380	619.74	642.76	432.4	445.56
DLGAP1	504.163510496775	6.06310567518118	22.9449634125394	1.65436537764602e-116	4.33461958864775e-115	23	12	767	880	19.34	9.74	955.76	1031.81
DLGAP2	97.8487950607453	5.40951101494434	10.8930343030938	1.24424321658731e-27	8.37508650598863e-27	4	6	140	178	3.36	4.87	174.45	208.71
DLGAP3	449.466190700021	6.38095601316616	12.5720040188431	3.00996128269146e-36	2.50571043848389e-35	17	6	701	772	14.3	4.87	873.52	905.18
DLGAP4	904.040607423238	0.727611774732639	7.84623797924427	4.28703078577551e-15	1.90221366006582e-14	790	859	860	1009	664.31	697.14	1071.65	1183.07
DLGAP5	88.1871406458613	-5.61347928936317	-8.54798502902972	1.25255960192485e-17	6.19666807485421e-17	203	217	1	4	170.7	176.11	1.25	4.69
DLK1	819.317439802055	-7.58333817087114	-18.82083782159	5.09721732979506e-79	8.90351405393587e-78	1878	2073	6	7	1579.2	1682.38	7.48	8.21
DLK2	53.1045977984866	0.0979586795639094	0.293837831912479	0.768881824816612	0.841723874307562	68	56	42	49	57.18	45.45	52.34	57.45
DLL1	73.111433350114	1.78366393079952	5.99730472800094	2.00619382631272e-09	6.71744745011804e-09	41	38	91	97	34.48	30.84	113.4	113.73
DLL3	179.808967039138	-2.31612664846905	-10.8200466589314	2.76636510429578e-27	1.84185498823641e-26	358	368	47	52	301.04	298.66	58.57	60.97
DLL4	55.3807980359039	3.99569916881423	8.649980556188	5.15082059913046e-18	2.580429534808e-17	6	9	86	87	5.05	7.3	107.16	102.01
DLST	463.035079898414	-0.656916166633667	-5.15418600211485	2.54735004225295e-07	7.38428718435472e-07	646	728	262	334	543.22	590.82	326.48	391.62
DLX1	64.871592146877	-0.555173683764597	-1.78583860346238	0.0741253942775866	0.115793155124271	102	85	37	50	85.77	68.98	46.11	58.63
DLX2	31.1413165523421	-1.92426308190114	-4.03130342525616	5.54683783501976e-05	0.000132207006350223	62	58	10	11	52.14	47.07	12.46	12.9
DLX3	13.0810484195622	-3.43720153933447	-3.70950088461025	0.000207668231823399	0.000467431677404414	29	30	1	2	24.39	24.35	1.25	2.35
DLX4	24.7382522896743	-3.49409046753727	-5.07378717615216	3.89975204157524e-07	1.1180268776917e-06	55	56	3	3	46.25	45.45	3.74	3.52
DLX5	8.30466701324589	0.435428203136975	0.54497132235988	0.585773241326063	0.684022803209098	5	12	7	9	4.2	9.74	8.72	10.55
DLX6	12.9907957658807	-0.872555440769439	-1.28981586409438	0.19711459850683	0.277659500355223	25	16	5	10	21.02	12.99	6.23	11.73
DLX6AS	6.69288336957854	0.709829412774161	0.824408704098612	0.409707370827547	0.520709133953472	6	6	6	8	5.05	4.87	7.48	9.38
DMAP1	284.833474659571	0.628309289419233	4.16781875258046	3.07528303399613e-05	7.48726915047668e-05	279	262	291	281	234.61	212.63	362.62	329.48
DMBT1	12.6529251375917	1.80867004260233	2.598213603897	0.00937101802275009	0.0172744941204334	4	9	17	16	3.36	7.3	21.18	18.76
DMBX1	20.5391374960232	-4.11166629543334	-4.66307346652513	3.11521477800522e-06	8.30753056318733e-06	50	45	1	2	42.04	36.52	1.25	2.35
DMC1	5.44148432731049	-0.570593223858488	-0.594370321202537	0.55226445432472	0.66383408847803	7	9	5	2	5.89	7.3	6.23	2.35
DMD	126.918778120106	1.82121032108855	7.78171774487332	7.15463553375962e-15	3.14526177774845e-14	65	70	142	187	54.66	56.81	176.95	219.26
