Probes	GSM36777	GSM36778	GSM36779	GSM36780	GSM36781	GSM36782	GSM36783	GSM36784	GSM36785
55329_at	4.9034	4.5673	4.368	4.4102	4.5877	4.9547	4.709	4.7106	4.3474
5532_at	8.1123	7.6216	8.4824	7.6944	8.3701	8.795	8.424	8.5859	8.1717
55332_at	7.7146	8.1676	6.6274	7.5736	8.3253	7.7947	5.9608	8.2868	7.3684
55333_at	4.8979	4.9828	5.3363	4.9403	4.5397	4.6684	4.8115	4.5296	4.584
55334_at	4.3844	4.8051	4.6454	4.6691	4.4467	4.4159	4.6802	4.3185	4.9413
55335_at	4.6017	5.354	4.454	4.5891	4.8416	4.7143	4.5388	4.7734	4.8512
55336_at	4.2948	4.2756	5.3954	4.4409	4.4236	4.3981	4.4963	4.2011	4.487
55337_at	8.1485	8.128	7.7959	8.1097	7.9946	7.9281	7.3773	7.6465	7.5343
55339_at	4.4239	4.8693	4.5301	4.7673	4.5975	4.587	4.7078	4.7172	4.5812
5533_at	4.9098	4.6726	5.3749	4.8655	4.8591	4.8052	4.8067	4.8392	4.8151
55341_at	7.5363	7.7154	7.6194	7.6482	7.8927	7.3525	7.4795	7.7726	7.8049
55343_at	6.3525	6.6414	6.8318	7.0791	7.1785	6.441	6.6067	6.5509	6.4782
55344_at	7.1249	7.5455	7.0462	7.4779	8.1541	7.3036	7.2696	7.2705	7.3588
55346_at	5.231	5.2731	5.2136	5.1586	5.181	5.0559	5.0031	5.1369	4.93
55347_at	7.9996	8.005	9.2756	6.9804	7.8258	7.9862	8.4214	7.1953	8.1734
5534_at	4.4779	4.866	4.4964	4.6276	4.3203	4.3499	4.5081	4.8161	4.5177
55350_at	5.4394	6.1466	5.4438	6.0608	5.8177	5.7179	5.7428	6.2004	5.6111
55351_at	6.6752	6.6907	6.522	6.4844	6.6105	6.8256	6.3086	6.6157	8.1221
55353_at	9.5405	9.6427	9.3198	9.0914	10.8332	9.3687	8.7387	9.3672	8.6102
55355_at	5.8544	7.0525	5.8917	6.8005	7.4171	6.1162	6.3185	6.5727	6.4784
55357_at	5.6904	5.3805	5.3983	5.6596	5.5565	5.7458	5.6741	5.0623	5.5835
55359_at	3.7635	4.2508	3.7653	3.8037	3.9686	3.9475	4.2206	4.1557	4.0896
55361_at	6.6171	6.9025	6.8968	6.677	6.8181	6.4599	6.393	6.6034	6.6729
55364_at	4.417	4.1431	4.7967	4.2856	4.1677	4.5159	5.0435	4.4446	4.8543
55365_at	8.6931	8.3676	7.6381	9.1142	9.5049	9.0378	7.9462	9.6718	8.2941
55366_at	4.732	4.8117	6.6035	4.9521	4.5982	4.9023	4.2874	5.2025	5.0609
55367_at	7.0477	7.4621	7.1384	7.4048	7.5742	7.0715	7.1771	7.3731	7.1173
5536_at	5.612	5.74	6.0111	6.1215	6.3945	5.7237	5.8396	5.7968	5.8222
55374_at	7.13	6.9695	6.8726	6.2198	6.593	6.3062	6.6291	6.7093	6.2808
55379_at	9.5706	10.3002	10.2174	11.1474	10.921	9.5496	9.6004	11.5552	9.6979
5537_at	8.3859	8.6283	8.7381	8.1608	8.4279	8.3788	8.735	7.9391	8.6339
55384_at	5.4883	5.7449	5.3854	5.7533	5.4961	5.5614	5.3914	5.4857	5.2643
55388_at	4.6618	5.5004	4.6944	4.7871	6.0015	4.9306	4.8187	5.142	5.051
5538_at	10.0767	9.6469	10.4424	9.873	9.7173	10.2469	9.8571	9.4804	10.1443
5539_at	4.6856	4.9429	4.6498	4.9117	4.9932	4.6932	4.677	4.6641	4.8438
553_at	7.7778	8.3057	7.9263	8.2014	7.7886	8.0498	7.5696	7.877	8.0764
5540_at	5.6782	6.2328	5.5551	5.887	5.9023	5.8715	5.6405	5.8003	5.716
55410_at	4.446	4.7781	4.6156	4.6747	4.6759	4.564	4.4568	4.7199	4.5824
55421_at	6.6215	6.1769	5.8573	5.6095	5.9143	6.0795	5.9878	6.1698	6.3616
55422_at	6.7029	6.6365	7.6123	7.3834	7.0218	6.5595	6.748	6.3601	7.0888
55423_at	4.7309	5.0903	4.856	5.6826	5.8362	4.7951	4.7693	4.8858	4.7053
55425_at	4.0095	3.7699	3.9363	3.4807	3.5455	3.8871	3.9623	3.7154	4.0206
5542_at	4.5383	5.3387	4.5644	4.8546	4.8937	4.737	4.7173	5.2246	5.1247
55432_at	3.7205	3.9637	3.666	4.007	3.7497	3.766	3.6954	3.9828	3.9877
55435_at	5.4206	5.0906	5.3065	4.6742	4.9022	5.3966	5.6484	5.0153	5.9841
5544_at	5.6459	5.9466	5.9206	6.0692	6.0369	5.9353	5.8809	6.4589	5.8405
55450_at	9.2811	10.0056	9.7428	8.7858	8.4947	9.9191	10.3868	9.8458	8.9573
55454_at	4.4678	4.7158	4.0002	3.8492	4.0465	4.522	4.1801	4.1674	4.7841
5545_at	5.0898	5.4372	5.3156	5.2463	5.4964	5.2879	5.4779	5.886	5.5258
5546_at	5.6712	4.1385	5.4523	5.5571	5.9823	5.7003	6.3904	4.7182	5.9121
55471_at	3.7421	3.6394	3.8496	3.7256	3.7619	3.7382	3.6693	3.747	3.7497
55472_at	4.3274	5.1005	4.7191	4.7503	4.6787	4.322	4.4494	4.7079	4.4997
5547_at	10.1716	8.4707	8.7726	9.5483	8.9598	9.8457	9.3725	9.5603	9.3894
55486_at	8.7006	9.3766	8.8791	8.9549	9.0402	8.9087	8.722	8.8351	8.6119
5549_at	7.3243	7.3003	7.1229	7.5534	7.127	7.8804	7.1069	7.4967	7.2582
554_at	5.0072	5.1852	5.1656	5.319	5.1258	4.9877	5.0573	5.0433	5.0006
55500_at	6.5085	6.7636	6.5854	6.241	6.1141	5.6589	6.5042	6.3292	7.2272
55501_at	6.1888	6.6748	6.1673	7.0885	6.8652	6.5428	5.7496	6.3994	6.0004
55503_at	5.5989	6.2381	5.9094	7.2229	6.76	5.9052	6.0932	6.2637	5.6032
55505_at	9.7719	9.7516	9.6754	9.3032	10.0235	10.1712	10.0092	9.8172	9.912
55506_at	7.7215	7.8196	6.8449	7.2356	6.9869	7.2751	6.4757	7.4053	7.1914
55507_at	6.4058	6.5876	6.7039	6.8183	6.6492	6.6907	6.2358	6.6117	6.8071
55508_at	7.6129	8.6978	7.3105	6.5981	6.6614	7.1764	8.077	7.1135	7.1098
55509_at	6.9127	6.7943	6.7878	7.1548	7.2291	7.2113	6.8437	7.3372	6.5616
5550_at	6.4042	6.3359	6.5837	6.1179	6.5284	6.1941	6.1595	5.954	6.2713
55510_at	3.6467	3.8267	3.7421	3.699	3.7979	3.7147	3.539	3.8622	3.7174
55511_at	3.8493	4.2198	4.1769	3.9223	4.1892	3.8615	4.0326	4.0749	4.022
55512_at	5.7512	6.0224	5.6433	6.2315	5.6038	5.5329	5.6926	6.1501	5.5571
55515_at	5.8242	6.3422	5.9859	5.9815	6.2255	6.0002	6.0631	6.261	5.8187
5551_at	5.886	6.1099	6.0015	6.695	7.5925	6.0738	5.8089	6.2604	5.9224
55520_at	3.851	4.2843	4.0062	4.0255	4.1199	3.8158	4.1155	3.892	3.9198
55521_at	4.0466	4.7334	4.2725	5.9733	4.5729	3.8714	4.0525	4.7996	3.8385
55526_at	6.9285	6.4507	7.0158	7.5775	8.9812	7.1243	7.7531	6.5699	7.0122
5552_at	8.2542	7.8733	8.8532	9.2344	9.5271	9.0784	7.0975	8.4409	9.0496
55532_at	3.7416	4.8798	3.7678	3.8165	3.8259	3.8034	3.7097	3.9717	4.0136
55539_at	5.8433	6.4908	6.1078	6.1628	6.5572	6.158	6.0648	6.3596	6.1274
5553_at	4.5987	4.9983	4.5732	4.8455	4.9018	4.8283	4.8026	5.0862	4.8569
55540_at	7.0813	7.3566	8.0574	5.9385	8.0296	6.7026	8.377	10.3733	6.8197
55544_at	6.5474	6.5681	6.696	6.9268	7.48	5.9947	6.3739	6.4274	6.0101
55554_at	4.9138	5.3431	5.0184	4.8488	4.7756	4.9396	4.7049	4.8465	4.849
55556_at	6.9816	7.119	7.3464	6.867	7.3337	7.2308	8.0058	7.4901	7.0436
55558_at	6.4776	6.3166	6.5564	7.1197	7.1278	6.2192	7.1267	6.8926	6.1329
55559_at	6.0642	5.5816	5.5248	6.1333	7.3892	5.5783	5.8985	5.4438	5.3747
55565_at	5.8882	6.4091	6.011	6.27	6.2599	5.7254	5.7326	6.2275	5.8383
55567_at	6.6632	7.0887	6.5275	6.8192	6.8743	6.7407	6.5827	6.8828	6.6931
55568_at	7.4562	6.684	6.2079	7.0983	5.7691	7.3886	6.3897	6.3403	7.4772
55573_at	6.8421	6.2991	6.1721	6.246	6.6371	6.5231	6.4127	6.4696	6.7244
55576_at	5.1327	5.5189	5.4057	5.2999	5.389	5.4178	5.3228	5.8208	5.6762
55577_at	9.1077	8.4178	9.2437	9.8531	9.278	9.077	8.7047	8.8447	9.7024
55578_at	8.0602	7.6308	7.1245	7.5909	7.595	7.8375	8.1512	7.8012	7.5594
5557_at	7.2902	7.4379	7.2164	7.4069	7.374	6.5135	7.1152	7.2311	7.6368
55584_at	4.4153	4.8824	4.8644	5.1614	4.4549	4.5289	11.4207	4.5225	4.6133
55585_at	8.948	8.4519	9.0229	8.7353	9.6321	9.242	9.2256	8.6521	8.9296
55589_at	4.628	4.9387	4.7366	4.4364	4.4403	4.5901	6.6902	4.462	5.1072
55592_at	5.1863	5.324	5.2824	5.4395	5.8265	5.2073	5.6335	5.5365	5.1131
55596_at	7.7739	8.1566	7.3418	6.9957	7.6201	7.2608	7.6611	7.1792	7.3389
55601_at	7.3303	7.8424	8.0061	6.732	6.6037	6.4656	6.6071	6.6645	6.1667
55602_at	5.6868	5.7972	6.0106	5.8676	5.9182	6.0003	6.1315	5.8986	6.1942
55603_at	8.1011	7.6401	10.8398	7.6408	8.0158	8.2801	7.3905	8.0636	8.8923
55604_at	6.4816	6.5338	6.3582	6.7713	7.0039	6.7226	6.8117	6.5898	6.3362
55607_at	5.3721	5.3274	4.8531	4.6961	4.3927	4.3408	4.6389	4.6832	4.9075
55608_at	8.9308	8.0587	8.4416	7.9028	8.4987	8.9341	8.9691	8.9114	8.1318
55611_at	7.8943	7.5639	8.0169	8.2807	8.5305	7.7294	7.9901	8.0809	7.8849
55612_at	4.6011	4.8833	4.7998	4.972	4.5684	4.7031	4.6067	4.8394	4.7635
55613_at	4.6885	5.3855	5.1079	4.9611	5.1166	4.9353	4.7121	5.2854	4.843
55614_at	5.7285	4.9574	5.9578	4.1269	4.4591	5.0346	6.2116	4.1895	5.1334
55615_at	6.8077	7.195	6.5445	7.0147	6.5525	6.8961	6.7246	7.1986	6.6029
55616_at	7.2643	7.8805	7.6015	7.6118	7.4545	7.6974	7.3647	7.722	7.7338
55617_at	7.0819	6.8294	6.5967	6.182	6.4497	6.6796	6.533	6.4231	6.4234
55619_at	5.1655	4.8346	5.5181	5.4311	5.6461	5.232	5.4856	4.8982	5.2562
55620_at	7.7605	7.6088	6.9368	6.932	7.4748	7.0244	7.6259	7.3978	6.9708
55621_at	5.8489	6.0501	5.8279	5.7731	5.5577	5.5479	5.8065	5.6172	5.346
55622_at	6.8698	6.9344	6.6826	7.05	6.6286	6.936	7.3649	6.8353	6.8682
55623_at	7.6413	6.894	6.8004	6.7521	6.668	7.2765	7.672	6.7364	6.9593
55624_at	6.5884	6.6731	7.6018	6.3257	6.5677	6.4818	6.9549	6.8658	6.9815
55625_at	8.9598	9.3864	9.1755	9.5851	8.8299	9.1299	8.4339	9.4455	8.5577
55626_at	6.4878	6.5299	6.3143	6.7266	6.3152	6.3723	6.3547	6.4175	6.3106
55628_at	3.6841	3.7593	3.8213	3.8106	3.846	3.7031	3.7309	3.7232	3.7989
5562_at	3.9865	4.0571	3.9409	4.5556	4.5285	4.3685	4.406	4.1436	4.3829
55630_at	7.068	6.6342	6.9898	7.5053	8.2175	6.6712	7.2628	7.605	6.1544
55631_at	6.4388	5.4331	6.1555	5.9824	6.4859	7.1083	6.9772	6.1589	6.805
55633_at	4.1253	4.1525	3.9978	4.2837	4.2617	4.0933	4.0831	4.1917	3.9853
55634_at	6.006	6.0585	6.1015	5.6415	5.9158	5.8547	5.8695	5.2946	5.3429
55636_at	6.2246	6.691	5.0156	6.5382	5.731	6.1672	6.204	6.5071	4.8224
55638_at	8.33	7.06	10.7346	6.0594	5.4613	7.5443	9.5423	8.2175	8.3094
5563_at	3.7527	4.1661	4.1907	4.464	4.3697	4.0042	4.0495	4.1388	4.538
55640_at	6.156	6.6956	6.0916	6.5104	6.5652	6.1112	5.9017	6.3021	6.0328
55643_at	7.0557	6.5696	6.9233	7.6097	7.0478	6.6732	7.2189	7.1021	7.3949
55644_at	6.6376	6.3147	6.8828	6.6055	6.5044	6.7878	7.094	7.0796	6.472
55647_at	8.6006	8.6074	8.4113	8.3984	8.5976	8.5421	8.0077	8.0491	8.5384
5564_at	6.7563	6.3949	6.7257	7.0004	6.1349	6.7034	6.961	6.5935	6.9808
55650_at	7.1104	6.7358	7.9763	6.7216	6.6065	6.8064	7.0394	6.6242	6.9459
55651_at	9.2636	8.2536	9.2905	7.7864	8.0579	8.6413	9.2472	8.4092	8.4376
55652_at	6.4717	6.3178	6.7158	6.4681	6.2107	6.5589	6.7194	6.4115	6.2702
55653_at	7.1521	6.832	7.4691	6.6547	6.3624	6.5556	7.104	6.9099	7.1889
55654_at	7.944	8.1596	7.9799	8.075	7.5904	7.889	8.0171	7.6577	7.7898
55655_at	6.1436	5.6496	5.1065	7.4627	5.3641	6.3198	7.6663	5.394	6.4082
55656_at	8.9452	9.1375	8.6107	8.907	9.8088	8.5639	8.8571	8.419	8.5813
55657_at	7.5316	7.2567	7.5174	7.8195	7.8694	7.4845	8.1869	7.1719	7.7242
55658_at	5.9003	5.3512	6.2666	6.2994	6.504	5.6046	6.2139	5.9799	6.2319
5565_at	4.7129	4.9311	4.667	5.0819	4.7913	4.7597	4.7264	4.6064	4.6194
55660_at	8.1835	8.057	8.3983	8.0707	8.2538	7.8876	8.4097	7.4673	8.3469
55661_at	8.8659	9.023	8.2812	8.8042	9.0278	8.1627	8.3004	8.3343	8.0303
55662_at	6.8432	7.0065	6.9583	6.689	6.6996	6.7274	6.781	6.663	6.5775
55663_at	7.6267	7.5609	7.8028	7.8013	7.3922	7.6497	7.7918	7.7147	7.5579
55664_at	6.2705	5.7207	6.9544	5.6258	5.618	6.6822	7.1823	6.4417	6.4161
55665_at	7.6333	8.0211	8.0084	7.9488	7.4282	7.7624	7.8735	7.6888	7.7325
55666_at	8.051	8.2075	8.2024	8.1185	8.6769	7.7933	8.2575	7.9846	7.8151
55667_at	6.3933	5.4396	6.6073	6.09	6.2789	6.7044	7.0645	6.1619	6.2842
55668_at	5.1973	5.231	5.2245	5.2425	5.1961	4.9869	5.1956	5.1668	5.1113
55669_at	6.1	6.118	6.4367	6.9294	6.0647	6.4704	7.0519	6.3193	6.3253
5566_at	6.8283	7.0043	7.1849	6.8544	7.1291	6.9956	7.0697	7.0053	6.9858
55670_at	6.1593	6.7996	5.9531	6.0546	6.2757	5.8484	6.0232	6.2936	6.0716
55671_at	3.7039	3.6287	3.9036	3.6721	3.8102	3.6171	3.9244	3.6336	3.8378
55679_at	6.861	7.0896	6.246	6.5302	6.9875	6.8948	6.6136	6.7663	6.724
5567_at	9.1527	7.2576	11.4597	6.9016	6.2083	6.7593	7.477	6.9838	10.8415
55681_at	4.9904	5.2007	4.8436	4.356	4.9251	4.8033	4.6058	4.6077	5.2602
55683_at	6.3141	6.8752	6.4238	6.9126	6.3758	6.0938	6.396	6.5462	6.516
55684_at	5.9554	6.8907	6.0246	6.0569	6.3186	6.4443	6.0326	6.6718	6.3421
55686_at	8.4321	9.2787	7.7242	7.8522	7.9841	8.2736	9.4084	7.8425	8.1178
55687_at	5.6912	5.995	6.0786	6.2483	6.4262	5.7714	6.0284	5.883	5.5627
55689_at	6.2355	7.497	5.5939	6.9025	7.4729	6.4783	6.3385	6.6363	5.6763
5568_at	5.2814	5.6806	5.5302	5.3605	5.593	5.4035	5.3686	5.577	5.2853
55690_at	5.1361	5.5217	5.0919	5.275	5.1964	5.1649	5.071	5.0732	5.0642
55691_at	4.7896	4.9449	4.6975	5.182	5.8305	4.9373	5.0002	4.8464	4.7007
55692_at	7.3834	6.6348	6.7396	7.1014	7.0601	6.8537	6.983	7.127	6.5252
55693_at	4.0166	3.9914	4.1435	3.8706	3.9616	4.0229	4.0116	4.1322	4.1288
55695_at	6.6468	6.5454	6.7545	6.8948	6.7913	6.3158	6.6596	6.3161	6.8388
55696_at	8.0249	7.9001	7.4148	6.8174	7.1305	7.4087	7.3856	6.8799	7.3242
55697_at	7.3056	7.3717	7.4082	7.6833	8.2435	7.3268	7.2013	7.5657	6.9087
55699_at	9.5865	9.0935	9.6661	8.4413	9.2736	9.6646	10.5082	8.8195	9.3891
5569_at	5.6729	5.8725	5.4762	6.2858	6.1851	5.7595	5.4308	5.6294	5.5983
55700_at	7.9105	7.7255	7.9679	8.3348	8.052	8.1395	7.9716	8.0641	7.9868
55701_at	7.4089	7.2742	6.79	6.8475	6.3739	7.5446	6.8767	7.108	6.8978
55702_at	6.509	6.5134	6.7282	6.5585	6.7074	6.1338	6.6149	6.5374	6.4899
55703_at	6.8723	7.154	6.3514	6.6415	6.6074	6.2854	6.5796	6.2737	6.5201
55704_at	4.4393	4.4367	4.435	4.4817	4.5588	4.357	4.3541	4.3624	4.56
55705_at	7.5214	7.6211	7.0112	7.2355	8.7484	7.4659	7.8857	7.2885	7.5768
55706_at	4.4368	4.2934	4.3799	4.4191	4.6553	4.7863	5.2466	4.4779	4.9661
55707_at	8.0612	8.1223	8.2334	8.2137	8.5878	8.5269	8.1494	8.4588	8.3179
55709_at	6.8171	6.4159	7.0544	6.4083	6.1851	6.9499	6.8977	6.6325	6.8443
55711_at	6.148	6.0581	6.5649	7.1797	7.3295	6.2162	6.4652	6.5117	6.2989
55713_at	3.6237	3.9774	3.7468	3.8436	3.7195	3.5854	3.5433	3.7733	3.9009
55714_at	4.7439	5.0576	4.5079	4.8847	5.4386	4.9149	4.6001	4.9971	4.8262
55715_at	5.5808	5.5964	5.4976	5.7844	5.7846	5.4722	5.3787	5.6461	5.5096
55716_at	7.3763	7.7727	6.8736	7.4293	7.5148	7.0645	6.929	6.967	6.7245
55717_at	7.0909	6.7701	7.0984	6.4226	6.0272	6.8392	7.0365	6.5671	6.8681
55718_at	8.3269	7.5596	8.5634	7.6588	7.2625	8.3017	8.3232	8.1478	7.7928
55719_at	6.1842	6.4326	6.6818	6.1778	6.3534	6.5407	6.4801	6.1044	6.2612
5571_at	8.9453	8.5298	9.0782	9.0312	9.1467	8.936	9.246	9.0191	8.9826
55720_at	6.1499	5.5942	6.4799	5.8357	5.8785	5.7794	5.84	5.8108	6.0766
55721_at	5.5281	5.5284	6.0133	5.7838	6.5223	5.7089	5.9935	6.538	5.5269
55722_at	6.1524	6.5189	6.0301	6.4163	6.0368	6.1712	6.0392	6.3013	6.0399
55723_at	6.7461	7.2942	6.5794	7.231	6.9706	6.7917	6.5805	7.1043	7.1358
55726_at	6.8457	5.6926	6.6207	5.2437	6.0741	5.9383	6.834	6.0455	6.1377
55727_at	4.6032	4.832	4.909	4.5906	4.6297	4.5817	4.6184	4.5121	4.5625
55729_at	7.3295	7.4428	7.8058	7.9348	7.7865	7.0316	6.9255	6.8257	7.517
55731_at	7.9734	8.3617	7.9979	8.1211	9.2253	7.5662	7.9139	7.9094	8.2876
55732_at	5.1397	4.8911	4.4064	4.5826	4.9036	5.1945	5.3415	4.7422	4.7683
55733_at	6.0294	5.8803	5.862	5.1158	6.2369	6.227	6.6303	5.9028	6.1104
55734_at	6.5462	6.6164	6.5569	6.4426	6.4802	6.3039	6.2636	6.5478	6.3656
55735_at	7.2777	7.5268	7.9156	7.7198	7.8226	7.6941	7.7528	7.4458	7.6216
55737_at	10.3734	9.6744	10.045	10.6931	10.48	9.9171	9.7692	10.4157	9.994
55738_at	7.9906	8.4832	7.7346	7.7697	8.1322	7.6991	7.7008	7.9697	7.6724
55739_at	9.1607	8.6681	9.7809	8.325	8.9115	9.2207	9.2608	9.0743	8.751
5573_at	9.0065	7.7813	9.4267	8.1314	8.7567	9.1185	9.1691	10.0799	9.5658
55740_at	8.7503	8.4072	8.1183	8.3783	9.7027	9.0711	9.3463	8.5281	8.6774
55741_at	7.6352	7.0162	7.4152	7.1409	7.0896	7.2829	7.4701	6.8046	6.9207
55742_at	7.7187	7.9044	7.0653	7.0356	6.2165	7.8413	7.6653	7.7541	7.3719
55743_at	7.5332	7.1723	6.2699	7.6772	7.8402	6.8037	7.1358	6.879	6.7669
55744_at	5.3893	5.2364	5.4579	5.5119	5.592	5.4726	5.8591	5.3955	5.4028
55745_at	7.4724	7.0019	7.6623	6.3269	7.13	7.0927	7.9454	7.0613	7.7056
55746_at	8.8821	8.397	8.1829	7.5471	8.086	8.8413	9.2861	7.5546	8.0732
55748_at	9.4271	10.0532	10.0089	9.9554	9.213	9.4835	10.0977	9.5277	9.7153
55750_at	6.5058	6.6716	6.2601	6.4809	6.6878	6.3121	6.3266	6.2145	6.1279
55751_at	6.3875	6.9539	6.9083	6.4462	6.7173	6.6903	6.5814	6.1578	6.6001
55752_at	6.975	6.768	5.937	6.524	6.6558	6.8534	6.5016	6.7242	6.6521
55753_at	5.5843	6.2016	5.5219	5.712	5.749	5.5617	5.702	5.8187	5.6617
55754_at	7.7729	7.0094	8.594	7.6075	7.3998	8.3634	7.7484	7.2023	8.5783
55755_at	7.0246	6.9986	7.1279	7.1263	7.7961	7.2462	7.3071	7.1091	7.213
55756_at	8.013	7.4793	7.0316	6.9232	6.5753	7.4971	7.2432	6.9369	7.0787
55757_at	7.1553	7.0632	7.4008	6.6646	7.7697	7.2634	7.2158	6.991	6.7314
55758_at	6.1763	5.55	5.0727	5.3222	5.9097	5.9516	6.2594	5.2781	6.6734
55759_at	7.9897	8.5031	7.4567	7.5296	7.6711	7.4799	8.2069	7.4681	7.2806
5575_at	6.0037	6.5319	6.1069	6.3755	6.5033	6.2353	6.1943	6.6966	6.1709
55760_at	8.2472	8.4096	8.197	8.515	7.9828	8.3763	8.0156	8.1372	8.4742
55762_at	4.4205	4.8003	4.4608	4.537	4.7323	4.6303	4.7256	4.6547	4.5224
55763_at	8.1496	7.8771	8.5377	7.6074	7.9721	8.3565	8.5009	7.8799	8.4243
55764_at	10.1878	9.7158	8.386	7.7217	9.0414	7.9592	8.1188	7.3811	7.7569
55766_at	5.277	4.8389	4.5493	4.1609	4.1728	4.0116	4.4749	4.331	4.3497
55768_at	8.365	8.4322	8.2283	8.6511	8.4449	8.204	8.6966	8.2681	7.9707
55769_at	6.5805	5.8843	5.8686	4.4824	5.0599	6.5271	6.5863	5.356	5.7886
5576_at	5.7027	6.2394	5.5698	5.8028	6.1514	5.4813	5.7808	5.8504	5.6627
55770_at	6.2615	6.9739	6.253	6.4009	6.0838	6.3853	7.2262	6.604	6.3522
55775_at	7.9109	8.1348	7.268	7.6223	7.8956	7.5829	7.8304	7.7779	7.954
55776_at	7.425	6.77	7.1219	6.6193	6.6798	6.4077	6.9633	7.0263	6.2983
55778_at	5.963	6.3613	6.6014	6.1006	6.4266	6.223	6.2717	6.2032	6.0454
55779_at	4.5517	4.4711	4.346	4.1947	4.4927	4.4228	5.2177	4.1258	4.4285
5577_at	8.7976	6.0473	5.9746	8.2891	7.4187	8.204	9.1359	7.8687	5.8559
55781_at	8.3955	7.7081	8.1492	7.6443	7.629	8.0315	8.2618	7.6175	8.0925
55784_at	4.9507	5.7778	4.7245	5.3928	5.1102	5.213	5.1767	5.3377	5.2282
55785_at	4.8622	4.7463	4.7106	4.8923	4.639	4.656	5.6704	4.8476	4.6274
55786_at	5.8548	5.1949	5.6085	4.9657	5.1574	5.8928	6.4897	5.249	5.6122
55787_at	4.2805	4.5531	4.3131	4.3782	4.3722	4.1371	4.2987	4.4013	4.4527
55788_at	9.3202	8.0754	9.8899	9.1535	8.7932	9.4124	9.428	9.3219	9.5268
5578_at	5.0793	5.7709	4.945	4.9927	5.1822	5.2868	5.0654	6	4.9105
55790_at	6.3506	6.1531	6.2463	7.5762	6.6258	7.3538	5.4082	6.3722	7.7334
55791_at	6.3939	5.1835	6.4785	5.8582	5.8566	5.9797	6.3826	5.5481	5.7807
55793_at	8.8494	8.9975	9.5497	8.127	8.0746	8.6957	9.3945	8.7955	8.6576
55794_at	5.5877	5.866	5.6484	5.5809	5.7466	5.3123	5.439	5.439	5.2735
55795_at	7.9594	7.3322	7.6103	7.276	7.6249	7.9522	7.967	7.6557	7.7483
55796_at	3.7122	3.9998	3.8341	3.7139	3.8319	3.6784	3.7559	3.774	3.6902
55799_at	4.4312	4.3906	4.2479	4.3236	4.2455	4.7031	4.1071	4.5425	5.7941
5579_at	5.3708	5.7153	5.3332	6.4287	6.2083	5.5183	5.317	5.8441	5.0499
55800_at	4.8899	5.5157	4.7008	5.0875	5.0225	4.9261	4.8227	5.1485	4.8733
55801_at	3.4575	3.4842	3.403	3.5312	3.6645	3.4256	3.4703	3.4964	3.503
55802_at	7.0544	7.3603	7.5089	7.5968	7.7964	7.4808	7.4415	7.6037	7.2542
55803_at	7.028	7.0692	7.3622	7.0167	6.9616	7.041	6.3317	6.6373	6.8638
55805_at	4.7774	4.7346	4.5788	4.4779	4.7529	4.8009	4.5712	4.6594	4.4507
55806_at	6.1785	6.5694	6.3208	6.5427	6.9511	6.169	6.4669	6.6179	6.2165
5580_at	6.9067	5.5942	7.0438	7.2611	7.1905	5.7365	6.3198	6.6228	7.5363
55810_at	7.8495	8.3979	7.9076	7.9377	7.7775	7.7605	7.7054	7.8273	7.8911
55811_at	4.196	4.6358	4.3113	4.4606	4.4908	4.3068	4.1801	4.4789	4.288
55812_at	4.6315	4.3243	4.6284	4.0781	4.115	4.6904	4.769	4.1754	4.2177
55813_at	8.2996	8.2866	8.6047	8.844	8.1658	8.4853	8.6394	8.446	8.4259
55815_at	6.7038	6.916	6.7002	6.7921	6.6013	6.4724	6.5342	6.4346	6.3403
55816_at	6.5505	6.9415	5.8354	5.9736	5.7533	6.3541	5.4308	6.5365	7.0372
55818_at	7.9908	7.5179	7.5583	7.6422	7.6264	8.1439	8.3227	7.9689	7.3726
55819_at	9.0803	8.1862	8.558	9.1894	9.0232	9.1085	8.7345	9.0469	8.73
5581_at	5.9356	6.6101	6.206	6.0402	6.2381	5.8904	5.8616	6.1995	6.1523
55821_at	4.7859	5.1064	5.1278	5.1173	5.4215	5.2102	5.2907	5.121	4.9527
55823_at	7.2273	6.8844	7.5706	7.1932	7.5081	7.1126	7.1783	7.2878	7.1119
55825_at	5.2509	4.991	5.5632	5.4122	5.0398	5.2408	5.8648	5.251	5.0234
55827_at	8.6004	7.4437	8.0162	7.3928	8.019	9.0065	9.7008	7.9591	7.1688
5582_at	5.2454	5.4321	5.368	5.2679	5.2518	5.0733	5.0725	5.1748	5.0989
55830_at	7.8792	7.1015	8.0147	6.5972	7.0891	7.983	7.6717	7.047	7.9155
55831_at	8.9509	8.5997	9.5746	8.7614	8.4481	8.6124	8.6759	8.5653	8.8377
55832_at	7.8637	8.7812	7.4277	6.8594	6.623	7.4682	7.6953	7.4544	7.521
55833_at	7.9268	8.4498	8.0948	7.6408	8.484	7.595	8.234	7.7242	7.6898
55835_at	4.7198	4.8809	4.9357	4.9643	5.1089	4.9817	5.086	5.029	4.5897
55837_at	8.3703	7.2774	8.7649	7.443	7.3977	8.4929	8.6843	8.4242	8.4355
55839_at	4.9448	5.4129	4.7793	5.0711	5.0867	4.9547	4.7412	5.0225	4.9646
5583_at	7.5779	6.776	7.1063	7.8483	7.9123	7.6532	7.9399	7.4388	7.5084
55840_at	5.0332	5.9202	5.3891	6.0689	5.675	5.3313	4.9523	5.3794	4.958
